UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
1922,L49101,L,298.1,307.9,1665,32.0,7,0,0,0,0,0,0
1924,L49103,L,298.0,307.7,1529,34.1,11,0,0,0,0,0,0
1926,L49105,L,297.9,307.7,1537,37.7,15,0,0,0,0,0,0
1936,M16795,M,298.1,307.9,1377,55.1,42,0,0,0,0,0,0
1939,L49118,L,298.1,307.9,1517,40.8,50,0,0,0,0,0,0
1944,L49123,L,298.1,308.0,1704,30.9,61,0,0,0,0,0,0
1945,L49124,L,298.1,308.1,1791,27.3,63,0,0,0,0,0,0
1964,L49143,L,297.7,307.5,1379,43.3,111,0,0,0,0,0,0
1969,L49148,L,298.0,307.6,1281,50.8,122,0,0,0,0,0,0
1980,H31393,H,298.0,307.6,1420,45.8,150,0,0,0,0,0,0
1983,M16842,M,298.0,307.7,1487,41.3,160,0,0,0,0,0,0
1993,L49172,L,298.2,307.8,1375,46.6,188,0,0,0,0,0,0
1994,M16853,M,298.3,308.0,1463,42.5,190,0,0,0,0,0,0
1999,H31412,H,298.3,308.0,1637,30.8,2,0,0,0,0,0,0
2010,M16869,M,298.6,308.3,1717,28.7,29,0,0,0,0,0,0
2016,L49195,L,298.5,308.2,1301,66.3,42,1,0,0,1,0,0
2032,L49211,L,298.8,308.6,1331,62.8,81,0,0,0,0,0,0
2038,H31451,H,299.0,308.7,1940,19.9,98,0,0,0,0,0,0
2039,L49218,L,299.0,308.8,1405,55.2,103,0,0,0,0,0,0
2040,M16899,M,299.0,308.9,1449,39.6,105,0,0,0,0,0,0
2048,L49227,L,299.3,309.2,1775,24.2,125,0,0,0,0,0,0
2051,M16910,M,299.5,309.3,1675,29.2,132,0,0,0,0,0,0
2056,L49235,L,299.6,309.4,1643,32.9,145,0,0,0,0,0,0
2058,L49237,L,299.5,309.3,1520,42.3,149,0,0,0,0,0,0
2060,H31473,H,299.5,309.4,1386,44.4,154,0,0,0,0,0,0
2063,M16922,M,299.7,309.6,1477,42.7,163,0,0,0,0,0,0
2070,H31483,H,299.7,309.6,1553,41.0,179,0,0,0,0,0,0
2071,L49250,L,299.7,309.5,1352,49.7,184,0,0,0,0,0,0
2084,H31497,H,299.4,309.3,1743,28.2,0,0,0,0,0,0,0
2085,L49264,L,299.5,309.3,1442,46.2,5,0,0,0,0,0,0
2086,L49265,L,299.5,309.3,1462,46.7,7,0,0,0,0,0,0
2087,H31500,H,299.4,309.3,1439,49.7,9,0,0,0,0,0,0
2091,L49270,L,299.5,309.2,1393,47.3,20,0,0,0,0,0,0
2098,M16957,M,299.4,309.4,1326,47.5,35,0,0,0,0,0,0
2104,M16963,M,299.3,309.1,1376,46.7,49,0,0,0,0,0,0
2114,L49293,L,299.5,309.1,1863,22.5,79,0,0,0,0,0,0
2115,H31528,H,299.4,309.1,1373,44.1,81,0,0,0,0,0,0
2125,L49304,L,299.2,308.9,1430,39.1,117,0,0,0,0,0,0
2126,L49305,L,299.3,308.9,1258,69.4,119,1,0,0,1,0,0
2131,L49310,L,299.4,309.0,1391,58.2,135,0,0,0,0,0,0
2132,L49311,L,299.4,309.1,1432,45.4,137,0,0,0,0,0,0
2143,L49322,L,299.3,308.9,1376,60.3,163,0,0,0,0,0,0
2144,M17003,M,299.3,308.8,1442,49.0,165,0,0,0,0,0,0
2146,L49325,L,299.3,308.8,1550,45.8,170,0,0,0,0,0,0
2148,L49327,L,299.4,308.9,1550,33.7,174,0,0,0,0,0,0
2153,M17012,M,299.3,308.8,1648,28.4,188,0,0,0,0,0,0
2159,M17018,M,299.5,309.0,1399,49.7,207,0,0,0,0,0,0
2160,M17019,M,299.5,309.0,1602,31.3,210,0,0,0,0,0,0
2167,M17026,M,299.6,309.2,1867,23.4,225,1,1,0,0,0,0
2168,H31581,H,299.6,309.1,1588,41.3,0,0,0,0,0,0,0
2170,L49349,L,299.5,309.1,1415,49.2,8,0,0,0,0,0,0
2176,M17035,M,299.5,309.2,1590,35.9,22,0,0,0,0,0,0
2181,H31594,H,299.6,309.2,1597,36.3,35,0,0,0,0,0,0
2191,M17050,M,299.6,309.1,1471,44.3,67,0,0,0,0,0,0
2194,M17053,M,299.5,308.9,1448,42.9,74,0,0,0,0,0,0
2197,M17056,M,299.7,308.9,1551,35.4,82,0,0,0,0,0,0
2198,L49377,L,299.7,309.0,1412,49.2,85,0,0,0,0,0,0
2207,L49386,L,299.9,309.2,1436,52.0,107,0,0,0,0,0,0
2209,H31622,H,299.8,309.2,1435,42.6,111,0,0,0,0,0,0
2210,L49389,L,299.8,309.3,1386,49.4,116,0,0,0,0,0,0
2211,L49390,L,299.7,309.2,1401,54.1,118,0,0,0,0,0,0
2219,L49398,L,299.7,309.1,1713,33.5,141,0,0,0,0,0,0
2221,M17080,M,299.6,309.0,1736,26.1,146,0,0,0,0,0,0
2224,L49403,L,299.6,309.0,1413,48.5,153,0,0,0,0,0,0
2232,L49411,L,299.4,308.6,1415,56.4,175,0,0,0,0,0,0
2234,L49413,L,299.5,308.7,2549,13.0,179,1,0,0,1,0,0
2236,M17095,M,299.4,308.6,1455,42.7,183,0,0,0,0,0,0
2240,L49419,L,299.2,308.6,1381,50.0,193,0,0,0,0,0,0
2241,L49420,L,299.2,308.5,1457,44.7,195,0,0,0,0,0,0
2248,M17107,M,299.2,308.4,1396,48.5,5,0,0,0,0,0,0
2252,H31665,H,299.1,308.3,1424,43.4,16,0,0,0,0,0,0
2255,L49434,L,299.1,308.3,1325,46.9,28,0,0,0,0,0,0
2260,L49439,L,299.1,308.3,1431,52.3,38,0,0,0,0,0,0
2273,M17132,M,299.3,308.6,1448,52.1,71,0,0,0,0,0,0
2276,L49455,L,299.3,308.6,1605,37.0,78,0,0,0,0,0,0
2286,L49465,L,299.4,308.7,1381,56.7,102,0,0,0,0,0,0
2288,L49467,L,299.4,308.6,1746,26.8,107,0,0,0,0,0,0
2296,L49475,L,299.4,308.7,1512,37.2,126,0,0,0,0,0,0
2301,L49480,L,299.3,308.6,1371,50.5,136,0,0,0,0,0,0
2312,M17171,M,299.1,308.6,1491,38.5,166,0,0,0,0,0,0
2313,M17172,M,299.1,308.6,1441,36.2,169,0,0,0,0,0,0
2323,L49502,L,299.2,308.7,1514,41.9,196,0,0,0,0,0,0
2325,L49504,L,299.3,308.8,1636,29.9,201,0,0,0,0,0,0
2327,M17186,M,299.4,308.7,1487,52.6,205,0,0,0,0,0,0
2330,L49509,L,299.3,308.7,1484,40.5,213,0,0,0,0,0,0
2332,L49511,L,299.3,308.6,1384,53.6,218,1,0,0,0,1,0
2333,L49512,L,299.2,308.5,1378,50.4,220,1,0,0,0,1,0
2341,L49520,L,299.1,308.1,1479,40.7,10,0,0,0,0,0,0
2346,L49525,L,299.2,308.4,1475,38.7,22,0,0,0,0,0,0
2350,M17209,M,299.3,308.5,1386,42.2,30,0,0,0,0,0,0
2355,L49534,L,299.3,308.6,1433,37.7,42,0,0,0,0,0,0
2356,M17215,M,299.3,308.5,1305,60.6,44,0,0,0,0,0,0
2370,M17229,M,299.2,308.4,1856,22.7,86,0,0,0,0,0,0
2377,M17236,M,299.2,308.3,1364,51.8,104,0,0,0,0,0,0
2399,L49578,L,299.2,308.5,1490,43.2,158,0,0,0,0,0,0
2405,M17264,M,299.1,308.7,2008,20.3,178,0,0,0,0,0,0
2412,L49591,L,299.0,308.5,1559,38.1,194,0,0,0,0,0,0
2421,H31834,H,298.8,308.2,1450,44.7,14,0,0,0,0,0,0
2425,L49604,L,298.9,308.2,1828,23.8,26,0,0,0,0,0,0
2438,L49617,L,299.1,308.3,1426,40.1,60,0,0,0,0,0,0
2439,M17298,M,299.1,308.4,1330,53.6,62,0,0,0,0,0,0
2441,L49620,L,299.1,308.4,1426,47.9,67,0,0,0,0,0,0
2444,L49623,L,299.1,308.5,1647,35.0,74,0,0,0,0,0,0
2448,L49627,L,299.3,308.7,1408,48.7,85,0,0,0,0,0,0
2459,L49638,L,299.0,308.6,1434,45.9,108,0,0,0,0,0,0
2461,L49640,L,299.0,308.6,1466,46.4,112,0,0,0,0,0,0
2464,L49643,L,298.9,308.5,1580,39.1,119,0,0,0,0,0,0
2466,L49645,L,298.9,308.6,1481,40.7,124,0,0,0,0,0,0
2469,M17328,M,298.9,308.6,1524,40.4,131,0,0,0,0,0,0
2470,L49649,L,299.0,308.7,1507,37.5,134,0,0,0,0,0,0
2475,L49654,L,298.9,308.5,1503,40.6,145,0,0,0,0,0,0
2476,L49655,L,298.9,308.5,1459,43.1,147,0,0,0,0,0,0
2481,L49660,L,299.0,308.6,1734,32.4,161,0,0,0,0,0,0
2487,M17346,M,298.9,308.7,1772,28.4,177,0,0,0,0,0,0
2495,L49674,L,299.1,308.8,1329,53.6,207,1,0,0,0,1,0
2496,M17355,M,299.1,308.8,1491,41.0,209,0,0,0,0,0,0
2499,L49678,L,299.1,308.9,1467,47.2,218,0,0,0,0,0,0
2503,L49682,L,299.2,309.0,1515,48.9,228,1,0,0,0,1,0
2509,L49688,L,299.0,308.9,1615,30.6,14,0,0,0,0,0,0
2512,M17371,M,299.0,308.9,1526,41.1,20,0,0,0,0,0,0
2514,L49693,L,299.0,308.7,1583,32.5,25,0,0,0,0,0,0
2519,M17378,M,298.9,308.6,1425,49.6,35,0,0,0,0,0,0
2523,M17382,M,298.8,308.7,1543,38.2,44,0,0,0,0,0,0
2524,L49703,L,298.8,308.7,1635,35.2,47,0,0,0,0,0,0
2536,L49715,L,299.0,308.8,1495,38.4,75,0,0,0,0,0,0
2538,H31951,H,298.9,308.7,1353,48.1,79,0,0,0,0,0,0
2541,L49720,L,299.1,308.8,1502,38.3,88,0,0,0,0,0,0
2547,L49726,L,299.2,309.1,1605,34.3,107,0,0,0,0,0,0
2565,L49744,L,299.3,309.1,1493,38.0,151,0,0,0,0,0,0
2566,L49745,L,299.4,309.1,1304,50.5,153,0,0,0,0,0,0
2567,M17426,M,299.3,309.0,1420,41.6,155,0,0,0,0,0,0
2575,L49754,L,299.5,309.3,1972,19.3,177,0,0,0,0,0,0
2579,L49758,L,299.4,309.3,1391,46.6,185,0,0,0,0,0,0
2582,L49761,L,299.2,309.1,1345,60.7,191,1,0,0,0,1,0
2583,L49762,L,299.2,309.0,1615,33.7,193,0,0,0,0,0,0
2595,L49774,L,298.8,308.5,1446,37.0,11,0,0,0,0,0,0
2596,M17455,M,298.8,308.6,1486,41.1,13,0,0,0,0,0,0
2597,L49776,L,299.0,308.7,1426,38.6,16,0,0,0,0,0,0
2599,L49778,L,299.1,308.8,1320,67.5,20,1,0,0,1,0,0
2603,L49782,L,299.4,309.2,1427,41.5,29,0,0,0,0,0,0
2607,H32020,H,299.4,309.3,1534,37.5,39,0,0,0,0,0,0
2611,H32024,H,299.4,309.1,1547,40.9,50,0,0,0,0,0,0
2613,L49792,L,299.4,309.1,2421,14.2,57,0,0,0,0,0,0
2617,L49796,L,299.4,309.1,1207,66.5,66,0,0,0,0,0,0
2618,L49797,L,299.4,309.1,1670,35.9,68,0,0,0,0,0,0
2619,M17478,M,299.4,309.1,1461,48.6,70,0,0,0,0,0,0
2622,M17481,M,299.5,309.3,1506,41.5,77,0,0,0,0,0,0
2631,L49810,L,300.0,309.8,1372,39.6,105,0,0,0,0,0,0
2637,L49816,L,299.9,309.6,1254,61.3,124,0,0,0,0,0,0
2638,L49817,L,299.9,309.6,1294,49.7,126,0,0,0,0,0,0
2639,L49818,L,299.8,309.5,1739,27.5,128,0,0,0,0,0,0
2644,M17503,M,299.8,309.4,1401,48.1,143,0,0,0,0,0,0
2645,L49824,L,299.8,309.4,1510,42.5,146,0,0,0,0,0,0
2646,H32059,H,299.9,309.5,1547,38.5,148,0,0,0,0,0,0
2647,M17506,M,299.8,309.5,1453,43.2,153,0,0,0,0,0,0
2648,L49827,L,299.8,309.4,1408,45.6,156,0,0,0,0,0,0
2652,L49831,L,299.9,309.5,2008,20.4,165,0,0,0,0,0,0
2653,L49832,L,299.9,309.5,1772,23.5,167,0,0,0,0,0,0
2655,L49834,L,299.9,309.5,1567,35.5,171,0,0,0,0,0,0
2656,M17515,M,299.8,309.4,1751,27.0,173,0,0,0,0,0,0
2668,M17527,M,299.8,309.3,1663,35.2,208,0,0,0,0,0,0
2670,H32083,H,299.7,309.3,1494,37.8,214,0,0,0,0,0,0
2677,L49856,L,299.7,309.3,1592,34.2,8,0,0,0,0,0,0
2682,L49861,L,299.8,309.5,1545,32.2,18,0,0,0,0,0,0
2694,M17553,M,300.1,309.6,1622,36.1,43,0,0,0,0,0,0
2699,L49878,L,300.0,309.4,2010,20.0,55,0,0,0,0,0,0
2701,L49880,L,299.9,309.3,1473,40.4,59,0,0,0,0,0,0
2702,L49881,L,299.9,309.2,1333,50.8,61,0,0,0,0,0,0
2708,M17567,M,299.6,309.0,1539,36.1,76,0,0,0,0,0,0
2709,L49888,L,299.6,309.1,2266,15.3,79,0,0,0,0,0,0
2710,L49889,L,299.6,309.1,1641,35.8,81,0,0,0,0,0,0
2712,L49891,L,299.6,309.1,1407,50.6,85,0,0,0,0,0,0
2715,M17574,M,299.6,309.1,1366,55.2,95,0,0,0,0,0,0
2721,L49900,L,299.6,309.2,1559,39.1,110,0,0,0,0,0,0
2727,M17586,M,299.8,309.4,1423,42.9,124,0,0,0,0,0,0
2730,L49909,L,299.7,309.3,1417,54.6,131,0,0,0,0,0,0
2731,L49910,L,299.6,309.2,1425,45.9,133,0,0,0,0,0,0
2733,L49912,L,299.7,309.2,1346,57.4,138,0,0,0,0,0,0
2736,L49915,L,299.7,309.2,1412,45.4,147,0,0,0,0,0,0
2750,M17609,M,299.7,309.2,1685,28.9,179,1,0,0,0,0,0
2756,L49935,L,299.7,309.2,1478,38.8,199,0,0,0,0,0,0
2764,L49943,L,299.8,309.2,1491,47.5,216,0,0,0,0,0,0
2773,L49952,L,299.9,309.4,1467,41.2,20,0,0,0,0,0,0
2774,L49953,L,299.9,309.4,1858,22.5,22,0,0,0,0,0,0
2778,L49957,L,300.1,309.4,1464,41.7,30,0,0,0,0,0,0
2780,L49959,L,300.1,309.5,1353,50.9,34,0,0,0,0,0,0
2788,M17647,M,300.3,309.6,1524,38.4,54,0,0,0,0,0,0
2795,L49974,L,300.4,309.6,1553,43.9,75,0,0,0,0,0,0
2801,M17660,M,300.2,309.5,1500,45.7,89,0,0,0,0,0,0
2805,L49984,L,300.1,309.5,1450,40.1,100,0,0,0,0,0,0
2811,L49990,L,299.8,309.1,1772,24.8,113,0,0,0,0,0,0
2817,L49996,L,300.1,309.4,1434,47.3,127,0,0,0,0,0,0
2818,L49997,L,300.2,309.5,1417,41.1,129,0,0,0,0,0,0
2830,L50009,L,300.3,309.3,1612,36.0,158,0,0,0,0,0,0
2831,M17690,M,300.4,309.3,1411,41.6,160,0,0,0,0,0,0
2832,M17691,M,300.3,309.2,1490,47.9,163,0,0,0,0,0,0
2838,L50017,L,300.3,309.1,1699,30.3,178,0,0,0,0,0,0
2845,L50024,L,300.3,309.2,1650,35.2,196,0,0,0,0,0,0
2857,H32270,H,300.5,309.3,1471,45.2,223,0,0,0,0,0,0
2866,H32279,H,300.7,309.7,1623,32.7,0,0,0,0,0,0,0
2872,M17731,M,300.7,309.6,1536,37.2,19,0,0,0,0,0,0
2877,M17736,M,300.5,309.3,1578,30.5,34,0,0,0,0,0,0
2887,H32300,H,300.5,309.5,1635,34.2,62,0,0,0,0,0,0
2891,L50070,L,300.6,309.7,1593,32.4,76,0,0,0,0,0,0
2892,L50071,L,300.6,309.6,1682,30.7,78,0,0,0,0,0,0
2893,L50072,L,300.7,309.6,1329,54.3,80,0,0,0,0,0,0
2900,L50079,L,300.6,309.4,1410,40.6,99,0,0,0,0,0,0
2902,L50081,L,300.6,309.4,1425,40.3,103,0,0,0,0,0,0
2905,L50084,L,300.6,309.4,2496,13.5,111,0,0,0,0,0,0
2910,L50089,L,300.7,309.6,1500,44.1,122,0,0,0,0,0,0
2913,L50092,L,300.7,309.6,1661,30.3,129,0,0,0,0,0,0
2925,L50104,L,300.8,309.7,1461,44.3,158,0,0,0,0,0,0
2927,L50106,L,300.7,309.7,1507,52.4,163,0,0,0,0,0,0
2934,M17793,M,300.8,309.7,1751,27.9,183,0,0,0,0,0,0
2935,M17794,M,300.8,309.6,1546,42.3,186,0,0,0,0,0,0
2947,M17806,M,300.7,309.5,1622,30.5,14,0,0,0,0,0,0
2948,L50127,L,300.7,309.5,1592,29.0,17,0,0,0,0,0,0
2950,M17809,M,300.7,309.5,1470,48.7,21,0,0,0,0,0,0
2963,L50142,L,300.7,309.5,1508,39.9,59,0,0,0,0,0,0
2967,L50146,L,300.6,309.3,1601,40.2,69,0,0,0,0,0,0
2969,M17828,M,300.6,309.4,1312,45.2,73,0,0,0,0,0,0
2973,M17832,M,300.6,309.4,1432,44.2,84,0,0,0,0,0,0
2988,M17847,M,300.6,309.8,1659,28.9,127,0,0,0,0,0,0
2990,L50169,L,300.6,309.8,1502,42.4,133,0,0,0,0,0,0
2992,M17851,M,300.5,309.7,1341,50.9,137,0,0,0,0,0,0
2998,L50177,L,300.5,309.8,1345,62.7,153,0,0,0,0,0,0
3001,H32414,H,300.5,309.8,1324,72.8,159,1,0,0,1,0,0
3007,L50186,L,300.4,309.7,1488,35.7,177,0,0,0,0,0,0
3009,M17868,M,300.4,309.7,1547,38.0,181,0,0,0,0,0,0
3015,L50194,L,300.5,309.7,1580,42.8,196,0,0,0,0,0,0
3019,M17878,M,300.5,309.8,1566,35.9,204,0,0,0,0,0,0
3023,L50202,L,300.5,309.6,1760,30.6,213,0,0,0,0,0,0
3035,H32448,H,300.6,309.7,1470,43.8,18,0,0,0,0,0,0
3039,L50218,L,300.4,309.5,1349,50.4,30,0,0,0,0,0,0
3049,L50228,L,300.2,309.3,1532,43.2,53,0,0,0,0,0,0
3060,M17919,M,300.0,309.0,1368,45.8,81,0,0,0,0,0,0
3061,L50240,L,300.0,309.1,1882,23.8,84,0,0,0,0,0,0
3071,L50250,L,300.0,309.1,1631,28.3,110,0,0,0,0,0,0
3072,L50251,L,300.0,309.0,2174,16.9,112,0,0,0,0,0,0
3076,M17935,M,300.1,309.2,1385,46.1,120,0,0,0,0,0,0
3077,L50256,L,300.0,309.2,1444,43.6,123,0,0,0,0,0,0
3087,L50266,L,300.0,309.2,1610,32.1,150,0,0,0,0,0,0
3095,L50274,L,300.0,309.3,1972,22.0,175,0,0,0,0,0,0
3096,M17955,M,299.9,309.2,1574,36.5,177,0,0,0,0,0,0
3098,M17957,M,299.9,309.2,1353,49.8,182,0,0,0,0,0,0
3105,M17964,M,299.8,309.2,1678,29.8,202,0,0,0,0,0,0
3107,L50286,L,299.8,309.1,1485,39.9,207,0,0,0,0,0,0
3109,L50288,L,299.8,309.2,1504,38.7,212,0,0,0,0,0,0
3111,H32524,H,299.9,309.2,1525,33.2,0,0,0,0,0,0,0
3114,M17973,M,299.9,309.1,1345,56.8,10,0,0,0,0,0,0
3116,L50295,L,299.9,309.2,1658,34.8,16,0,0,0,0,0,0
3123,L50302,L,300.0,309.3,1473,46.0,35,0,0,0,0,0,0
3128,L50307,L,300.0,309.5,1717,28.3,48,0,0,0,0,0,0
3140,H32553,H,300.4,309.9,1513,38.7,76,0,0,0,0,0,0
3141,H32554,H,300.4,309.9,2563,12.8,81,1,0,0,1,0,0
3143,L50322,L,300.6,310.0,1658,34.7,88,0,0,0,0,0,0
3147,M18006,M,300.5,309.9,1780,26.5,101,0,0,0,0,0,0
3161,M18020,M,300.4,309.7,1367,51.2,143,0,0,0,0,0,0
3164,L50343,L,300.4,309.8,1549,38.9,150,0,0,0,0,0,0
3168,L50347,L,300.4,309.7,1384,45.1,159,0,0,0,0,0,0
3190,L50369,L,300.1,309.1,1551,33.7,214,0,0,0,0,0,0
3192,M18051,M,300.1,309.2,1732,33.7,218,0,0,0,0,0,0
3203,L50382,L,300.2,309.2,1430,43.4,24,0,0,0,0,0,0
3218,L50397,L,300.6,309.5,2025,21.4,64,0,0,0,0,0,0
3227,L50406,L,300.5,309.3,1465,46.0,89,0,0,0,0,0,0
3229,L50408,L,300.5,309.3,1475,46.8,94,0,0,0,0,0,0
3230,L50409,L,300.6,309.4,1442,43.2,96,0,0,0,0,0,0
3234,H32647,H,300.8,309.4,1474,40.7,104,0,0,0,0,0,0
3239,M18098,M,300.9,309.4,1724,25.6,119,0,0,0,0,0,0
3248,M18107,M,301.0,309.8,1594,31.1,143,0,0,0,0,0,0
3249,M18108,M,301.0,309.7,1511,39.3,146,0,0,0,0,0,0
3251,H32664,H,301.2,309.8,1709,27.0,151,0,0,0,0,0,0
3259,L50438,L,301.2,309.9,1643,32.9,171,0,0,0,0,0,0
3260,M18119,M,301.2,310.0,1625,31.6,173,0,0,0,0,0,0
3263,L50442,L,301.3,310.1,1558,36.3,184,0,0,0,0,0,0
3267,L50446,L,301.3,310.1,1269,56.8,195,1,0,0,0,1,0
3272,M18131,M,301.4,310.0,1689,32.1,207,0,0,0,0,0,0
3273,M18132,M,301.3,310.0,1593,30.8,210,0,0,0,0,0,0
3274,M18133,M,301.3,309.9,1565,36.0,213,0,0,0,0,0,0
3280,L50459,L,301.2,309.9,1382,52.4,13,0,0,0,0,0,0
3282,M18141,M,301.2,310.0,1445,45.6,18,0,0,0,0,0,0
3287,L50466,L,301.2,310.0,1618,37.6,32,0,0,0,0,0,0
3289,L50468,L,301.3,310.1,1662,31.0,37,0,0,0,0,0,0
3303,L50482,L,301.3,310.5,1503,48.6,72,0,0,0,0,0,0
3312,L50491,L,301.3,310.4,1459,44.7,92,0,0,0,0,0,0
3333,M18192,M,301.7,310.8,1671,31.6,137,0,0,0,0,0,0
3340,L50519,L,301.6,310.9,1492,45.2,155,0,0,0,0,0,0
3343,L50522,L,301.5,310.8,1382,52.4,165,0,0,0,0,0,0
3349,M18208,M,301.3,310.7,1532,40.7,178,0,0,0,0,0,0
3350,L50529,L,301.4,310.7,1673,27.8,181,0,0,0,0,0,0
3354,L50533,L,301.6,310.9,1632,31.6,189,0,0,0,0,0,0
3355,L50534,L,301.6,310.9,1559,40.2,191,0,0,0,0,0,0
3359,L50538,L,301.5,310.6,1522,36.6,202,0,0,0,0,0,0
3382,L50561,L,301.3,310.6,1376,47.6,45,0,0,0,0,0,0
3394,L50573,L,301.5,310.6,1490,48.1,81,0,0,0,0,0,0
3403,L50582,L,301.4,310.6,1347,53.3,104,0,0,0,0,0,0
3410,M18269,M,301.2,310.4,1697,30.0,120,0,0,0,0,0,0
3415,L50594,L,301.3,310.3,1555,41.2,131,0,0,0,0,0,0
3418,L50597,L,301.6,310.6,1621,33.7,137,0,0,0,0,0,0
3424,L50603,L,301.4,310.4,1496,35.2,153,0,0,0,0,0,0
3427,L50606,L,301.5,310.5,1380,48.7,160,0,0,0,0,0,0
3431,H32844,H,301.6,310.6,1821,26.2,171,0,0,0,0,0,0
3433,M18292,M,301.6,310.7,2012,20.7,178,0,0,0,0,0,0
3436,L50615,L,301.5,310.5,1389,54.9,187,0,0,0,0,0,0
3441,L50620,L,301.3,310.3,1460,41.5,197,0,0,0,0,0,0
3448,L50627,L,301.7,310.6,1624,34.5,216,0,0,0,0,0,0
3451,L50630,L,301.6,310.6,1506,43.4,222,0,0,0,0,0,0
3460,L50639,L,301.5,310.4,1270,54.2,26,0,0,0,0,0,0
3463,H32876,H,301.6,310.5,1786,27.1,35,0,0,0,0,0,0
3464,L50643,L,301.6,310.5,1809,25.5,40,0,0,0,0,0,0
3465,L50644,L,301.7,310.6,1303,59.7,42,0,0,0,0,0,0
3466,M18325,M,301.8,310.7,1383,45.7,44,0,0,0,0,0,0
3482,L50661,L,302.0,310.9,1663,31.5,81,0,0,0,0,0,0
3504,L50683,L,301.7,310.8,1493,47.6,145,0,0,0,0,0,0
3508,M18367,M,301.7,310.8,1502,34.4,157,0,0,0,0,0,0
3516,M18375,M,301.9,311.1,1605,40.0,179,0,0,0,0,0,0
3517,L50696,L,302.0,311.1,1402,47.8,182,0,0,0,0,0,0
3519,L50698,L,301.9,311.0,1376,44.9,186,0,0,0,0,0,0
3521,L50700,L,301.9,311.0,1669,32.2,191,0,0,0,0,0,0
3523,L50702,L,301.8,311.0,1651,32.5,195,0,0,0,0,0,0
3528,M18387,M,301.9,310.9,1573,38.9,209,0,0,0,0,0,0
3531,M18390,M,301.9,310.9,1441,43.7,0,0,0,0,0,0,0
3535,M18394,M,302.0,311.1,1769,26.0,10,0,0,0,0,0,0
3542,L50721,L,301.8,310.8,1546,43.4,29,0,0,0,0,0,0
3551,M18410,M,301.9,311.0,1432,41.5,51,0,0,0,0,0,0
3560,M18419,M,301.7,310.7,1659,29.9,73,0,0,0,0,0,0
3562,L50741,L,301.7,310.6,1486,38.5,78,0,0,0,0,0,0
3566,M18425,M,301.8,310.7,1420,52.0,88,0,0,0,0,0,0
3568,L50747,L,301.8,310.5,1548,34.1,93,0,0,0,0,0,0
3571,H32984,H,301.8,310.6,1441,46.3,100,0,0,0,0,0,0
3574,L50753,L,301.8,310.6,1452,48.4,110,0,0,0,0,0,0
3584,L50763,L,301.8,310.7,1751,29.3,133,0,0,0,0,0,0
3585,L50764,L,301.8,310.6,1192,68.9,135,0,0,0,0,0,0
3588,H33001,H,301.8,310.5,1478,38.6,141,0,0,0,0,0,0
3597,L50776,L,301.7,310.5,1354,50.0,169,0,0,0,0,0,0
3601,L50780,L,301.7,310.5,1523,34.7,181,0,0,0,0,0,0
3605,L50784,L,301.8,310.8,1557,33.3,190,0,0,0,0,0,0
3610,M18469,M,301.7,310.9,1644,32.5,201,0,0,0,0,0,0
3626,M18485,M,302.1,311.4,1467,43.4,33,0,0,0,0,0,0
3641,H33054,H,302.4,311.6,1544,39.1,70,0,0,0,0,0,0
3642,L50821,L,302.3,311.6,1488,41.8,75,0,0,0,0,0,0
3660,M18519,M,302.2,311.5,1734,25.0,116,0,0,0,0,0,0
3668,L50847,L,302.3,311.6,1665,34.3,139,0,0,0,0,0,0
3669,L50848,L,302.3,311.7,1510,38.7,141,0,0,0,0,0,0
3673,L50852,L,302.3,311.6,1658,32.3,150,0,0,0,0,0,0
3682,M18541,M,302.1,311.3,1453,45.1,174,0,0,0,0,0,0
3686,M18545,M,301.9,311.1,1380,51.6,184,0,0,0,0,0,0
3701,L50880,L,302.1,311.2,1447,50.3,11,0,0,0,0,0,0
3704,M18563,M,302.0,311.2,1418,49.5,17,0,0,0,0,0,0
3705,M18564,M,302.0,311.2,1400,49.5,20,0,0,0,0,0,0
3706,M18565,M,302.0,311.3,1725,27.7,23,0,0,0,0,0,0
3707,L50886,L,302.0,311.3,1567,41.1,26,0,0,0,0,0,0
3716,M18575,M,302.4,311.4,1475,45.2,46,0,0,0,0,0,0
3719,L50898,L,302.4,311.4,1450,44.1,56,0,0,0,0,0,0
3725,M18584,M,302.3,311.2,1507,47.7,70,0,0,0,0,0,0
3729,L50908,L,302.3,311.3,1457,44.5,83,0,0,0,0,0,0
3735,M18594,M,302.2,311.2,1873,24.0,99,0,0,0,0,0,0
3738,L50917,L,302.2,311.1,1351,48.6,110,0,0,0,0,0,0
3743,L50922,L,302.4,311.4,1564,35.0,122,0,0,0,0,0,0
3752,L50931,L,302.4,311.1,1520,42.2,143,0,0,0,0,0,0
3757,L50936,L,302.3,311.1,1546,33.1,156,0,0,0,0,0,0
3761,L50940,L,302.3,310.9,1377,46.8,166,1,0,1,0,0,0
3762,M18621,M,302.4,311.0,1490,37.1,168,0,0,0,0,0,0
3772,M18631,M,302.3,311.0,1384,49.7,192,0,0,0,0,0,0
3780,L50959,L,302.3,311.0,1657,31.1,3,0,0,0,0,0,0
3787,L50966,L,302.3,310.9,1587,36.6,20,0,0,0,0,0,0
